11	+9	20
11	-51	9960
11	-19	9992
11	-89	9922
11	-34	9977
11	-69	9942
11	*44	484
11	*64	704
11	*97	1067
11	*18	198
11	*28	308
11	/5	2
11	/48	0
11	/35	0
11	/32	0
11	/13	0
12	+22	34
12	+35	47
12	+65	77
12	+37	49
12	+9	21
12	-51	9961
12	-19	9993
12	-89	9923
12	-34	9978
12	-69	9943
12	*44	528
12	*64	768
12	*97	1164
12	*18	216
12	*28	336
12	/5	2
12	/48	0
12	/35	0
12	/32	0
12	/13	0
13	+22	35
13	+35	48
13	+65	78
13	+37	50
13	+9	22
13	-51	9962
13	-19	9994
13	-89	9924
13	-34	9979
13	-69	9944
13	*44	572
13	*64	832
13	*97	1261
13	*18	234
13	*28	364
13	/5	2
13	/48	0
13	/35	0
13	/32	0
13	/13	1
14	+22	36
14	+35	49
14	+65	79
14	+37	51
14	+9	23
14	-51	9963
14	-19	9995
14	-89	9925
14	-34	9980
14	-69	9945
14	*44	616
14	*64	896
14	*97	1358
14	*18	252
14	*28	392
14	/5	2
14	/48	0
14	/35	0
14	/32	0
14	/13	1
15	+22	37
15	+35	50
15	+65	80
15	+37	52
15	+9	24
15	-51	9964
15	-19	9996
15	-89	9926
15	-34	9981
15	-69	9946
15	*44	660
15	*64	960
15	*97	1455
15	*18	270
15	*28	420
15	/5	3
15	/48	0
15	/35	0
15	/32	0
15	/13	1
16	+22	38
16	+35	51
16	+65	81
16	+37	53
16	+9	25
16	-51	9965
16	-19	9997
16	-89	9927
16	-34	9982
16	-69	9947
16	*44	704
16	*64	1024
16	*97	1552
16	*18	288
16	*28	448
16	/5	3
16	/48	0
16	/35	0
16	/32	0
16	/13	1
17	+22	39
17	+35	52
17	+65	82
17	+37	54
17	+9	26
17	-51	9966
17	-19	9998
17	-89	9928
17	-34	9983
17	-69	9948
17	*44	748
17	*64	1088
17	*97	1649
17	*18	306
17	*28	476
17	/5	3
17	/48	0
17	/35	0
17	/32	0
17	/13	1
18	+22	40
18	+35	53
18	+65	83
18	+37	55
18	+9	27
18	-51	9967
18	-19	9999
18	-89	9929
18	-34	9984
18	-69	9949
18	*44	792
18	*64	1152
18	*97	1746
18	*18	324
18	*28	504
18	/5	3
18	/48	0
18	/35	0
18	/32	0
18	/13	1
19	+22	41
19	+35	54
19	+65	84
19	+37	56
19	+9	28
19	-51	9968
19	-19	0
19	-89	9930
19	-34	9985
19	-69	9950
19	*44	836
19	*64	1216
19	*97	1843
19	*18	342
19	*28	532
19	/5	3
19	/48	0
19	/35	0
19	/32	0
19	/13	1
20	+22	42
20	+35	55
20	+65	85
20	+37	57
20	+9	29
20	-51	9969
20	-19	1
20	-89	9931
20	-34	9986
20	-69	9951
20	*44	880
20	*64	1280
20	*97	1940
20	*18	360
20	*28	560
20	/5	4
20	/48	0
20	/35	0
20	/32	0
20	/13	1
21	+22	43
21	+35	56
21	+65	86
21	+37	58
21	+9	30
21	-51	9970
21	-19	2
21	-89	9932
21	-34	9987
21	-69	9952
21	*44	924
21	*64	1344
21	*97	2037
21	*18	378
21	*28	588
21	/5	4
21	/48	0
21	/35	0
21	/32	0
21	/13	1
22	+22	44
22	+35	57
22	+65	87
22	+37	59
22	+9	31
22	-51	9971
22	-19	3
22	-89	9933
22	-34	9988
22	-69	9953
22	*44	968
22	*64	1408
22	*97	2134
22	*18	396
22	*28	616
22	/5	4
22	/48	0
22	/35	0
22	/32	0
22	/13	1
23	+22	45
23	+35	58
23	+65	88
23	+37	60
23	+9	32
23	-51	9972
23	-19	4
23	-89	9934
23	-34	9989
23	-69	9954
23	*44	1012
23	*64	1472
23	*97	2231
23	*18	414
23	*28	644
23	/5	4
23	/48	0
23	/35	0
23	/32	0
23	/13	1
24	+22	46
24	+35	59
24	+65	89
24	+37	61
24	+9	33
24	-51	9973
24	-19	5
24	-89	9935
24	-34	9990
24	-69	9955
24	*44	1056
24	*64	1536
24	*97	2328
24	*18	432
24	*28	672
24	/5	4
24	/48	0
24	/35	0
24	/32	0
24	/13	1
25	+22	47
25	+35	60
25	+65	90
25	+37	62
25	+9	34
25	-51	9974
25	-19	6
25	-89	9936
25	-34	9991
25	-69	9956
25	*44	1100
25	*64	1600
25	*97	2425
25	*18	450
25	*28	700
25	/5	5
25	/48	0
25	/35	0
25	/32	0
25	/13	1
26	+22	48
26	+35	61
26	+65	91
26	+37	63
26	+9	35
26	-51	9975
26	-19	7
26	-89	9937
26	-34	9992
26	-69	9957
26	*44	1144
26	*64	1664
26	*97	2522
26	*18	468
26	*28	728
26	/5	5
26	/48	0
26	/35	0
26	/32	0
26	/13	2
27	+22	49
27	+35	62
27	+65	92
27	+37	64
27	+9	36
27	-51	9976
27	-19	8
27	-89	9938
27	-34	9993
27	-69	9958
27	*44	1188
27	*64	1728
27	*97	2619
27	*18	486
27	*28	756
27	/5	5
27	/48	0
27	/35	0
27	/32	0
27	/13	2
28	+22	50
28	+35	63
28	+65	93
28	+37	65
28	+9	37
28	-51	9977
28	-19	9
28	-89	9939
28	-34	9994
28	-69	9959
28	*44	1232
28	*64	1792
28	*97	2716
28	*18	504
28	*28	784
28	/5	5
28	/48	0
28	/35	0
28	/32	0
28	/13	2
29	+22	51
29	+35	64
29	+65	94
29	+37	66
29	+9	38
29	-51	9978
29	-19	10
29	-89	9940
29	-34	9995
29	-69	9960
29	*44	1276
29	*64	1856
29	*97	2813
29	*18	522
29	*28	812
29	/5	5
29	/48	0
29	/35	0
29	/32	0
29	/13	2
30	+22	52
30	+35	65
30	+65	95
30	+37	67
30	+9	39
30	-51	9979
30	-19	11
30	-89	9941
30	-34	9996
30	-69	9961
30	*44	1320
30	*64	1920
30	*97	2910
30	*18	540
30	*28	840
30	/5	6
30	/48	0
30	/35	0
30	/32	0
30	/13	2
31	+22	53
31	+35	66
31	+65	96
31	+37	68
31	+9	40
31	-51	9980
31	-19	12
31	-89	9942
31	-34	9997
31	-69	9962
31	*44	1364
31	*64	1984
31	*97	3007
31	*18	558
31	*28	868
31	/5	6
31	/48	0
31	/35	0
31	/32	0
31	/13	2
32	+22	54
32	+35	67
32	+65	97
32	+37	69
32	+9	41
32	-51	9981
32	-19	13
32	-89	9943
32	-34	9998
32	-69	9963
32	*44	1408
32	*64	2048
32	*97	3104
32	*18	576
32	*28	896
32	/5	6
32	/48	0
32	/35	0
32	/32	1
32	/13	2
33	+22	55
33	+35	68
33	+65	98
33	+37	70
33	+9	42
33	-51	9982
33	-19	14
33	-89	9944
33	-34	9999
33	-69	9964
33	*44	1452
33	*64	2112
33	*97	3201
33	*18	594
33	*28	924
33	/5	6
33	/48	0
33	/35	0
33	/32	1
33	/13	2
34	+22	56
34	+35	69
34	+65	99
34	+37	71
34	+9	43
34	-51	9983
34	-19	15
34	-89	9945
34	-34	0
34	-69	9965
34	*44	1496
34	*64	2176
34	*97	3298
34	*18	612
34	*28	952
34	/5	6
34	/48	0
34	/35	0
34	/32	1
34	/13	2
35	+22	57
35	+35	70
35	+65	100
35	+37	72
35	+9	44
35	-51	9984
35	-19	16
35	-89	9946
35	-34	1
35	-69	9966
35	*44	1540
35	*64	2240
35	*97	3395
35	*18	630
35	*28	980
35	/5	7
35	/48	0
35	/35	1
35	/32	1
35	/13	2
36	+22	58
36	+35	71
36	+65	101
36	+37	73
36	+9	45
36	-51	9985
36	-19	17
36	-89	9947
36	-34	2
36	-69	9967
36	*44	1584
36	*64	2304
36	*97	3492
36	*18	648
36	*28	1008
36	/5	7
36	/48	0
36	/35	1
36	/32	1
36	/13	2
37	+22	59
37	+35	72
37	+65	102
37	+37	74
37	+9	46
37	-51	9986
37	-19	18
37	-89	9948
37	-34	3
37	-69	9968
37	*44	1628
37	*64	2368
37	*97	3589
37	*18	666
37	*28	1036
37	/5	7
37	/48	0
37	/35	1
37	/32	1
37	/13	2
38	+22	60
38	+35	73
38	+65	103
38	+37	75
38	+9	47
38	-51	9987
38	-19	19
38	-89	9949
38	-34	4
38	-69	9969
38	*44	1672
38	*64	2432
38	*97	3686
38	*18	684
38	*28	1064
38	/5	7
38	/48	0
38	/35	1
38	/32	1
38	/13	2
39	+22	61
39	+35	74
39	+65	104
39	+37	76
39	+9	48
39	-51	9988
39	-19	20
39	-89	9950
39	-34	5
39	-69	9970
39	*44	1716
39	*64	2496
39	*97	3783
39	*18	702
39	*28	1092
39	/5	7
39	/48	0
39	/35	1
39	/32	1
39	/13	3
40	+22	62
40	+35	75
40	+65	105
40	+37	77
40	+9	49
40	-51	9989
40	-19	21
40	-89	9951
40	-34	6
40	-69	9971
40	*44	1760
40	*64	2560
40	*97	3880
40	*18	720
40	*28	1120
40	/5	8
40	/48	0
40	/35	1
40	/32	1
40	/13	3
41	+22	63
41	+35	76
41	+65	106
41	+37	78
41	+9	50
41	-51	9990
41	-19	22
41	-89	9952
41	-34	7
41	-69	9972
41	*44	1804
41	*64	2624
41	*97	3977
41	*18	738
41	*28	1148
41	/5	8
41	/48	0
41	/35	1
41	/32	1
41	/13	3
42	+22	64
42	+35	77
42	+65	107
42	+37	79
42	+9	51
42	-51	9991
42	-19	23
42	-89	9953
42	-34	8
42	-69	9973
42	*44	1848
42	*64	2688
42	*97	4074
42	*18	756
42	*28	1176
42	/5	8
42	/48	0
42	/35	1
42	/32	1
42	/13	3
43	+22	65
43	+35	78
43	+65	108
43	+37	80
43	+9	52
43	-51	9992
43	-19	24
43	-89	9954
43	-34	9
43	-69	9974
43	*44	1892
43	*64	2752
43	*97	4171
43	*18	774
43	*28	1204
43	/5	8
43	/48	0
43	/35	1
43	/32	1
43	/13	3
44	+22	66
44	+35	79
44	+65	109
44	+37	81
44	+9	53
44	-51	9993
44	-19	25
44	-89	9955
44	-34	10
44	-69	9975
44	*44	1936
44	*64	2816
44	*97	4268
44	*18	792
44	*28	1232
44	/5	8
44	/48	0
44	/35	1
44	/32	1
44	/13	3
45	+22	67
45	+35	80
45	+65	110
45	+37	82
45	+9	54
45	-51	9994
45	-19	26
45	-89	9956
45	-34	11
45	-69	9976
45	*44	1980
45	*64	2880
45	*97	4365
45	*18	810
45	*28	1260
45	/5	9
45	/48	0
45	/35	1
45	/32	1
45	/13	3
46	+22	68
46	+35	81
46	+65	111
46	+37	83
46	+9	55
46	-51	9995
46	-19	27
46	-89	9957
46	-34	12
46	-69	9977
46	*44	2024
46	*64	2944
46	*97	4462
46	*18	828
46	*28	1288
46	/5	9
46	/48	0
46	/35	1
46	/32	1
46	/13	3
47	+22	69
47	+35	82
47	+65	112
47	+37	84
47	+9	56
47	-51	9996
47	-19	28
47	-89	9958
47	-34	13
47	-69	9978
47	*44	2068
47	*64	3008
47	*97	4559
47	*18	846
47	*28	1316
47	/5	9
47	/48	0
47	/35	1
47	/32	1
47	/13	3
48	+22	70
48	+35	83
48	+65	113
48	+37	85
48	+9	57
48	-51	9997
48	-19	29
48	-89	9959
48	-34	14
48	-69	9979
48	*44	2112
48	*64	3072
48	*97	4656
48	*18	864
48	*28	1344
48	/5	9
48	/48	1
48	/35	1
48	/32	1
48	/13	3
49	+22	71
49	+35	84
49	+65	114
49	+37	86
49	+9	58
49	-51	9998
49	-19	30
49	-89	9960
49	-34	15
49	-69	9980
49	*44	2156
49	*64	3136
49	*97	4753
49	*18	882
49	*28	1372
49	/5	9
49	/48	1
49	/35	1
49	/32	1
49	/13	3
50	+22	72
50	+35	85
50	+65	115
50	+37	87
50	+9	59
50	-51	9999
50	-19	31
50	-89	9961
50	-34	16
50	-69	9981
50	*44	2200
50	*64	3200
50	*97	4850
50	*18	900
50	*28	1400
50	/5	10
50	/48	1
50	/35	1
50	/32	1
50	/13	3
51	+22	73
51	+35	86
51	+65	116
51	+37	88
51	+9	60
51	-51	0
51	-19	32
51	-89	9962
51	-34	17
51	-69	9982
51	*44	2244
51	*64	3264
51	*97	4947
51	*18	918
51	*28	1428
51	/5	10
51	/48	1
51	/35	1
51	/32	1
51	/13	3
52	+22	74
52	+35	87
52	+65	117
52	+37	89
52	+9	61
52	-51	1
52	-19	33
52	-89	9963
52	-34	18
52	-69	9983
52	*44	2288
52	*64	3328
52	*97	5044
52	*18	936
52	*28	1456
52	/5	10
52	/48	1
52	/35	1
52	/32	1
52	/13	4
53	+22	75
53	+35	88
53	+65	118
53	+37	90
53	+9	62
53	-51	2
53	-19	34
53	-89	9964
53	-34	19
53	-69	9984
53	*44	2332
53	*64	3392
53	*97	5141
53	*18	954
53	*28	1484
53	/5	10
53	/48	1
53	/35	1
53	/32	1
53	/13	4
54	+22	76
54	+35	89
54	+65	119
54	+37	91
54	+9	63
54	-51	3
54	-19	35
54	-89	9965
54	-34	20
54	-69	9985
54	*44	2376
54	*64	3456
54	*97	5238
54	*18	972
54	*28	1512
54	/5	10
54	/48	1
54	/35	1
54	/32	1
54	/13	4
55	+22	77
55	+35	90
55	+65	120
55	+37	92
55	+9	64
55	-51	4
55	-19	36
55	-89	9966
55	-34	21
55	-69	9986
55	*44	2420
55	*64	3520
55	*97	5335
55	*18	990
55	*28	1540
55	/5	11
55	/48	1
55	/35	1
55	/32	1
55	/13	4
56	+22	78
56	+35	91
56	+65	121
56	+37	93
56	+9	65
56	-51	5
56	-19	37
56	-89	9967
56	-34	22
56	-69	9987
56	*44	2464
56	*64	3584
56	*97	5432
56	*18	1008
56	*28	1568
56	/5	11
56	/48	1
56	/35	1
56	/32	1
56	/13	4
57	+22	79
57	+35	92
57	+65	122
57	+37	94
57	+9	66
57	-51	6
57	-19	38
57	-89	9968
57	-34	23
57	-69	9988
57	*44	2508
57	*64	3648
57	*97	5529
57	*18	1026
57	*28	1596
57	/5	11
57	/48	1
57	/35	1
57	/32	1
57	/13	4
58	+22	80
58	+35	93
58	+65	123
58	+37	95
58	+9	67
58	-51	7
58	-19	39
58	-89	9969
58	-34	24
58	-69	9989
58	*44	2552
58	*64	3712
58	*97	5626
58	*18	1044
58	*28	1624
58	/5	11
58	/48	1
58	/35	1
58	/32	1
58	/13	4
59	+22	81
59	+35	94
59	+65	124
59	+37	96
59	+9	68
59	-51	8
59	-19	40
59	-89	9970
59	-34	25
59	-69	9990
59	*44	2596
59	*64	3776
59	*97	5723
59	*18	1062
59	*28	1652
59	/5	11
59	/48	1
59	/35	1
59	/32	1
59	/13	4
60	+22	82
60	+35	95
60	+65	125
60	+37	97
60	+9	69
60	-51	9
60	-19	41
60	-89	9971
60	-34	26
60	-69	9991
60	*44	2640
60	*64	3840
60	*97	5820
60	*18	1080
60	*28	1680
60	/5	12
60	/48	1
60	/35	1
60	/32	1
60	/13	4
61	+22	83
61	+35	96
61	+65	126
61	+37	98
61	+9	70
61	-51	10
61	-19	42
61	-89	9972
61	-34	27
61	-69	9992
61	*44	2684
61	*64	3904
61	*97	5917
61	*18	1098
61	*28	1708
61	/5	12
61	/48	1
61	/35	1
61	/32	1
61	/13	4
62	+22	84
62	+35	97
62	+65	127
62	+37	99
62	+9	71
62	-51	11
62	-19	43
62	-89	9973
62	-34	28
62	-69	9993
62	*44	2728
62	*64	3968
62	*97	6014
62	*18	1116
62	*28	1736
62	/5	12
62	/48	1
62	/35	1
62	/32	1
62	/13	4
63	+22	85
63	+35	98
63	+65	128
63	+37	100
63	+9	72
63	-51	12
63	-19	44
63	-89	9974
63	-34	29
63	-69	9994
63	*44	2772
63	*64	4032
63	*97	6111
63	*18	1134
63	*28	1764
63	/5	12
63	/48	1
63	/35	1
63	/32	1
63	/13	4
64	+22	86
64	+35	99
64	+65	129
64	+37	101
64	+9	73
64	-51	13
64	-19	45
64	-89	9975
64	-34	30
64	-69	9995
64	*44	2816
64	*64	4096
64	*97	6208
64	*18	1152
64	*28	1792
64	/5	12
64	/48	1
64	/35	1
64	/32	2
64	/13	4
65	+22	87
65	+35	100
65	+65	130
65	+37	102
65	+9	74
65	-51	14
65	-19	46
65	-89	9976
65	-34	31
65	-69	9996
65	*44	2860
65	*64	4160
65	*97	6305
65	*18	1170
65	*28	1820
65	/5	13
65	/48	1
65	/35	1
65	/32	2
65	/13	5
66	+22	88
66	+35	101
66	+65	131
66	+37	103
66	+9	75
66	-51	15
66	-19	47
66	-89	9977
66	-34	32
66	-69	9997
66	*44	2904
66	*64	4224
66	*97	6402
66	*18	1188
66	*28	1848
66	/5	13
66	/48	1
66	/35	1
66	/32	2
66	/13	5
67	+22	89
67	+35	102
67	+65	132
67	+37	104
67	+9	76
67	-51	16
67	-19	48
67	-89	9978
67	-34	33
67	-69	9998
67	*44	2948
67	*64	4288
67	*97	6499
67	*18	1206
67	*28	1876
67	/5	13
67	/48	1
67	/35	1
67	/32	2
67	/13	5
68	+22	90
68	+35	103
68	+65	133
68	+37	105
68	+9	77
68	-51	17
68	-19	49
68	-89	9979
68	-34	34
68	-69	9999
68	*44	2992
68	*64	4352
68	*97	6596
68	*18	1224
68	*28	1904
68	/5	13
68	/48	1
68	/35	1
68	/32	2
68	/13	5
69	+22	91
69	+35	104
69	+65	134
69	+37	106
69	+9	78
69	-51	18
69	-19	50
69	-89	9980
69	-34	35
69	-69	0
69	*44	3036
69	*64	4416
69	*97	6693
69	*18	1242
69	*28	1932
69	/5	13
69	/48	1
69	/35	1
69	/32	2
69	/13	5
70	+22	92
70	+35	105
70	+65	135
70	+37	107
70	+9	79
70	-51	19
70	-19	51
70	-89	9981
70	-34	36
70	-69	1
70	*44	3080
70	*64	4480
70	*97	6790
70	*18	1260
70	*28	1960
70	/5	14
70	/48	1
70	/35	2
70	/32	2
70	/13	5
71	+22	93
71	+35	106
71	+65	136
71	+37	108
71	+9	80
71	-51	20
71	-19	52
71	-89	9982
71	-34	37
71	-69	2
71	*44	3124
71	*64	4544
71	*97	6887
71	*18	1278
71	*28	1988
71	/5	14
71	/48	1
71	/35	2
71	/32	2
71	/13	5
72	+22	94
72	+35	107
72	+65	137
72	+37	109
72	+9	81
72	-51	21
72	-19	53
72	-89	9983
72	-34	38
72	-69	3
72	*44	3168
72	*64	4608
72	*97	6984
72	*18	1296
72	*28	2016
72	/5	14
72	/48	1
72	/35	2
72	/32	2
72	/13	5
73	+22	95
73	+35	108
73	+65	138
73	+37	110
73	+9	82
73	-51	22
73	-19	54
73	-89	9984
73	-34	39
73	-69	4
73	*44	3212
73	*64	4672
73	*97	7081
73	*18	1314
73	*28	2044
73	/5	14
73	/48	1
73	/35	2
73	/32	2
73	/13	5
74	+22	96
74	+35	109
74	+65	139
74	+37	111
74	+9	83
74	-51	23
74	-19	55
74	-89	9985
74	-34	40
74	-69	5
74	*44	3256
74	*64	4736
74	*97	7178
74	*18	1332
74	*28	2072
74	/5	14
74	/48	1
74	/35	2
74	/32	2
74	/13	5
75	+22	97
75	+35	110
75	+65	140
75	+37	112
75	+9	84
75	-51	24
75	-19	56
75	-89	9986
75	-34	41
75	-69	6
75	*44	3300
75	*64	4800
75	*97	7275
75	*18	1350
75	*28	2100
75	/5	15
75	/48	1
75	/35	2
75	/32	2
75	/13	5
76	+22	98
76	+35	111
76	+65	141
76	+37	113
76	+9	85
76	-51	25
76	-19	57
76	-89	9987
76	-34	42
76	-69	7
76	*44	3344
76	*64	4864
76	*97	7372
76	*18	1368
76	*28	2128
76	/5	15
76	/48	1
76	/35	2
76	/32	2
76	/13	5
77	+22	99
77	+35	112
77	+65	142
77	+37	114
77	+9	86
77	-51	26
77	-19	58
77	-89	9988
77	-34	43
77	-69	8
77	*44	3388
77	*64	4928
77	*97	7469
77	*18	1386
77	*28	2156
77	/5	15
77	/48	1
77	/35	2
77	/32	2
77	/13	5
78	+22	100
78	+35	113
78	+65	143
78	+37	115
78	+9	87
78	-51	27
78	-19	59
78	-89	9989
78	-34	44
78	-69	9
78	*44	3432
78	*64	4992
78	*97	7566
78	*18	1404
78	*28	2184
78	/5	15
78	/48	1
78	/35	2
78	/32	2
78	/13	6
79	+22	101
79	+35	114
79	+65	144
79	+37	116
79	+9	88
79	-51	28
79	-19	60
79	-89	9990
79	-34	45
79	-69	10
79	*44	3476
79	*64	5056
79	*97	7663
79	*18	1422
79	*28	2212
79	/5	15
79	/48	1
79	/35	2
79	/32	2
79	/13	6
80	+22	102
80	+35	115
80	+65	145
80	+37	117
80	+9	89
80	-51	29
80	-19	61
80	-89	9991
80	-34	46
80	-69	11
80	*44	3520
80	*64	5120
80	*97	7760
80	*18	1440
80	*28	2240
80	/5	16
80	/48	1
80	/35	2
80	/32	2
80	/13	6
81	+22	103
81	+35	116
81	+65	146
81	+37	118
81	+9	90
81	-51	30
81	-19	62
81	-89	9992
81	-34	47
81	-69	12
81	*44	3564
81	*64	5184
81	*97	7857
81	*18	1458
81	*28	2268
81	/5	16
81	/48	1
81	/35	2
81	/32	2
81	/13	6
82	+22	104
82	+35	117
82	+65	147
82	+37	119
82	+9	91
82	-51	31
82	-19	63
82	-89	9993
82	-34	48
82	-69	13
82	*44	3608
82	*64	5248
82	*97	7954
82	*18	1476
82	*28	2296
82	/5	16
82	/48	1
82	/35	2
82	/32	2
82	/13	6
83	+22	105
83	+35	118
83	+65	148
83	+37	120
83	+9	92
83	-51	32
83	-19	64
83	-89	9994
83	-34	49
83	-69	14
83	*44	3652
83	*64	5312
83	*97	8051
83	*18	1494
83	*28	2324
83	/5	16
83	/48	1
83	/35	2
83	/32	2
83	/13	6
84	+22	106
84	+35	119
84	+65	149
84	+37	121
84	+9	93
84	-51	33
84	-19	65
84	-89	9995
84	-34	50
84	-69	15
84	*44	3696
84	*64	5376
84	*97	8148
84	*18	1512
84	*28	2352
84	/5	16
84	/48	1
84	/35	2
84	/32	2
84	/13	6
85	+22	107
85	+35	120
85	+65	150
85	+37	122
85	+9	94
85	-51	34
85	-19	66
85	-89	9996
85	-34	51
85	-69	16
85	*44	3740
85	*64	5440
85	*97	8245
85	*18	1530
85	*28	2380
85	/5	17
85	/48	1
85	/35	2
85	/32	2
85	/13	6
86	+22	108
86	+35	121
86	+65	151
86	+37	123
86	+9	95
86	-51	35
86	-19	67
86	-89	9997
86	-34	52
86	-69	17
86	*44	3784
86	*64	5504
86	*97	8342
86	*18	1548
86	*28	2408
86	/5	17
86	/48	1
86	/35	2
86	/32	2
86	/13	6
87	+22	109
87	+35	122
87	+65	152
87	+37	124
87	+9	96
87	-51	36
87	-19	68
87	-89	9998
87	-34	53
87	-69	18
87	*44	3828
87	*64	5568
87	*97	8439
87	*18	1566
87	*28	2436
87	/5	17
87	/48	1
87	/35	2
87	/32	2
87	/13	6
88	+22	110
88	+35	123
88	+65	153
88	+37	125
88	+9	97
88	-51	37
88	-19	69
88	-89	9999
88	-34	54
88	-69	19
88	*44	3872
88	*64	5632
88	*97	8536
88	*18	1584
88	*28	2464
88	/5	17
88	/48	1
88	/35	2
88	/32	2
88	/13	6
89	+22	111
89	+35	124
89	+65	154
89	+37	126
89	+9	98
89	-51	38
89	-19	70
89	-89	0
89	-34	55
89	-69	20
89	*44	3916
89	*64	5696
89	*97	8633
89	*18	1602
89	*28	2492
89	/5	17
89	/48	1
89	/35	2
89	/32	2
89	/13	6
90	+22	112
90	+35	125
90	+65	155
90	+37	127
90	+9	99
90	-51	39
90	-19	71
90	-89	1
90	-34	56
90	-69	21
90	*44	3960
90	*64	5760
90	*97	8730
90	*18	1620
90	*28	2520
90	/5	18
90	/48	1
90	/35	2
90	/32	2
90	/13	6
91	+22	113
91	+35	126
91	+65	156
91	+37	128
91	+9	100
91	-51	40
91	-19	72
91	-89	2
91	-34	57
91	-69	22
91	*44	4004
91	*64	5824
91	*97	8827
91	*18	1638
91	*28	2548
91	/5	18
91	/48	1
91	/35	2
91	/32	2
91	/13	7
92	+22	114
92	+35	127
92	+65	157
92	+37	129
92	+9	101
92	-51	41
92	-19	73
92	-89	3
92	-34	58
92	-69	23
92	*44	4048
92	*64	5888
92	*97	8924
92	*18	1656
92	*28	2576
92	/5	18
92	/48	1
92	/35	2
92	/32	2
92	/13	7
93	+22	115
93	+35	128
93	+65	158
93	+37	130
93	+9	102
93	-51	42
93	-19	74
93	-89	4
93	-34	59
93	-69	24
93	*44	4092
93	*64	5952
93	*97	9021
93	*18	1674
93	*28	2604
93	/5	18
93	/48	1
93	/35	2
93	/32	2
93	/13	7
94	+22	116
94	+35	129
94	+65	159
94	+37	131
94	+9	103
94	-51	43
94	-19	75
94	-89	5
94	-34	60
94	-69	25
94	*44	4136
94	*64	6016
94	*97	9118
94	*18	1692
94	*28	2632
94	/5	18
94	/48	1
94	/35	2
94	/32	2
94	/13	7
95	+22	117
95	+35	130
95	+65	160
95	+37	132
95	+9	104
95	-51	44
95	-19	76
95	-89	6
95	-34	61
95	-69	26
95	*44	4180
95	*64	6080
95	*97	9215
95	*18	1710
